Category,Cell Name,Area,Urbanity,cell_acv_30,cell_acv_31,num_universe_30,num_universe_31,store_30,store_31,panel_acv_30,panel_acv_31,optimal_panel,sales_30,sales_31,diff,lost_outlets,new_outlets,common_outlets,acv_pf_30,acv_pf_31,sales_vol_30,sales_vol_31,weighted_change,sales_val_30,sales_val_31,val_change,Local (Other than PTC-PMI)_30,Local (Other than PTC-PMI)_31,Philip Morris Pak Ltd_30,Philip Morris Pak Ltd_31,Pakistan Tobacco Company_30,Pakistan Tobacco Company_31,ITB_30,ITB_31
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-Eating Place/Highway Hotel-Total-Ttl,MULTAN,Urban,10241.316000,10241.316000,234.000000,234.000000,566,567,2739775.688700,2746477.501100,131,309790.000000,243778.000000,-66012.000000,0,1,566,0.003738012583380289923805542234,0.003728891278336785789735956559,6195800.000000,4875560.000000,-1320240.000000,18601749.000000,15975318.000000,-2626431.000000,173778.000000,138572.000000,43517.000000,42113.000000,84895.000000,56207.000000,5911.000000,6886.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-General Store-Handler-Lrg,RAHIM YAR KHAN,Urban,287429.212200,287429.212200,127.895614,127.895614,268,268,1190159.112900,1190159.112900,23,309790.000000,243778.000000,-66012.000000,0,0,268,0.2415048619000495660532785893,0.2415048619000495660532785893,6195800.000000,4875560.000000,-1320240.000000,18601749.000000,15975318.000000,-2626431.000000,173778.000000,138572.000000,43517.000000,42113.000000,84895.000000,56207.000000,5911.000000,6886.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-General Store-Handler-Med,MULTAN,Urban,441677.587300,441677.587300,603.593842,603.593842,566,567,2739775.688700,2746477.501100,78,309790.000000,243778.000000,-66012.000000,0,1,566,0.1612093972224318175438520526,0.1608160223861664169377746373,6195800.000000,4875560.000000,-1320240.000000,18601749.000000,15975318.000000,-2626431.000000,173778.000000,138572.000000,43517.000000,42113.000000,84895.000000,56207.000000,5911.000000,6886.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-General Store-Handler-Sml,MULTAN,Urban,102533.252800,102533.252800,811.726219,811.726219,566,567,2739775.688700,2746477.501100,67,309790.000000,243778.000000,-66012.000000,0,1,566,0.03742395891126807778364093052,0.03733263890162366056456460079,6195800.000000,4875560.000000,-1320240.000000,18601749.000000,15975318.000000,-2626431.000000,173778.000000,138572.000000,43517.000000,42113.000000,84895.000000,56207.000000,5911.000000,6886.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-General Store-Non Handler-Ttl,MULTAN,Urban,0.000000,0.000000,549.000000,549.000000,566,567,2739775.688700,2746477.501100,141,309790.000000,243778.000000,-66012.000000,0,1,566,0,0,6195800.000000,4875560.000000,-1320240.000000,18601749.000000,15975318.000000,-2626431.000000,173778.000000,138572.000000,43517.000000,42113.000000,84895.000000,56207.000000,5911.000000,6886.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-General-Medical Store-Non Handler-Ttl@National-Total Urban-Sp-Punjab-Multan-Roa-Kiosk/Hawker-Non Handler-Ttl,MULTAN,Urban,0.000000,0.000000,144.000000,144.000000,566,567,2739775.688700,2746477.501100,149,309790.000000,243778.000000,-66012.000000,0,1,566,0,0,6195800.000000,4875560.000000,-1320240.000000,18601749.000000,15975318.000000,-2626431.000000,173778.000000,138572.000000,43517.000000,42113.000000,84895.000000,56207.000000,5911.000000,6886.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-Kiosk/Hawker-Handler-Med,MULTAN,Urban,5135.928597,5135.928597,2.606335,2.606335,566,567,2739775.688700,2746477.501100,127,309790.000000,243778.000000,-66012.000000,0,1,566,0.001874579958564766280605328009,0.001870005705469276090550094184,6195800.000000,4875560.000000,-1320240.000000,18601749.000000,15975318.000000,-2626431.000000,173778.000000,138572.000000,43517.000000,42113.000000,84895.000000,56207.000000,5911.000000,6886.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-Kiosk/Hawker-Handler-Sml,MULTAN,Urban,9672.671403,9672.671403,26.633151,26.633151,566,567,2739775.688700,2746477.501100,879,309790.000000,243778.000000,-66012.000000,0,1,566,0.003530461067631999971472701097,0.003521846219066411124441014996,6195800.000000,4875560.000000,-1320240.000000,18601749.000000,15975318.000000,-2626431.000000,173778.000000,138572.000000,43517.000000,42113.000000,84895.000000,56207.000000,5911.000000,6886.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-Kiryana Store-Handler-Lrg,MULTAN,Urban,713706.804100,713706.804100,318.701727,318.701727,566,567,2739775.688700,2746477.501100,201,309790.000000,243778.000000,-66012.000000,0,1,566,0.2604982616071930107859855177,0.2598626072174817132347780440,6195800.000000,4875560.000000,-1320240.000000,18601749.000000,15975318.000000,-2626431.000000,173778.000000,138572.000000,43517.000000,42113.000000,84895.000000,56207.000000,5911.000000,6886.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-Kiryana Store-Handler-Med,MULTAN,Urban,721475.614300,721475.614300,1134.063663,1134.063663,566,567,2739775.688700,2746477.501100,789,309790.000000,243778.000000,-66012.000000,0,1,566,0.2633338259316893105622074133,0.2626912523445175219607772960,6195800.000000,4875560.000000,-1320240.000000,18601749.000000,15975318.000000,-2626431.000000,173778.000000,138572.000000,43517.000000,42113.000000,84895.000000,56207.000000,5911.000000,6886.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-Kiryana Store-Handler-Sml,MULTAN,Urban,278704.253200,278704.253200,1259.319477,1259.319477,566,567,2739775.688700,2746477.501100,890,309790.000000,243778.000000,-66012.000000,0,1,566,0.1017252085086727560026180767,0.1014769839142593804953125163,6195800.000000,4875560.000000,-1320240.000000,18601749.000000,15975318.000000,-2626431.000000,173778.000000,138572.000000,43517.000000,42113.000000,84895.000000,56207.000000,5911.000000,6886.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-Kiryana Store-Non Handler-Ttl,MULTAN,Urban,0.000000,0.000000,1611.000000,1611.000000,566,567,2739775.688700,2746477.501100,265,309790.000000,243778.000000,-66012.000000,0,1,566,0,0,6195800.000000,4875560.000000,-1320240.000000,18601749.000000,15975318.000000,-2626431.000000,173778.000000,138572.000000,43517.000000,42113.000000,84895.000000,56207.000000,5911.000000,6886.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-Pan/Cigarette Shop-Handler-Lrg,MULTAN,Urban,315592.458900,315592.458900,66.996352,66.996352,566,567,2739775.688700,2746477.501100,56,309790.000000,243778.000000,-66012.000000,0,1,566,0.1151891595365407112570967168,0.1149080809049413698108083875,6195800.000000,4875560.000000,-1320240.000000,18601749.000000,15975318.000000,-2626431.000000,173778.000000,138572.000000,43517.000000,42113.000000,84895.000000,56207.000000,5911.000000,6886.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-Pan/Cigarette Shop-Handler-Med,MULTAN,Urban,348823.206400,348823.206400,188.494695,188.494695,566,567,2739775.688700,2746477.501100,187,309790.000000,243778.000000,-66012.000000,0,1,566,0.1273181625191782073498621595,0.1270074873215934825412722912,6195800.000000,4875560.000000,-1320240.000000,18601749.000000,15975318.000000,-2626431.000000,173778.000000,138572.000000,43517.000000,42113.000000,84895.000000,56207.000000,5911.000000,6886.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-Pan/Cigarette Shop-Handler-Sml,MULTAN,Urban,284865.227200,284865.227200,455.950683,455.950683,566,567,2739775.688700,2746477.501100,45,309790.000000,243778.000000,-66012.000000,0,1,566,0.1039739232576248241092000752,0.1037202114657439456131286930,6195800.000000,4875560.000000,-1320240.000000,18601749.000000,15975318.000000,-2626431.000000,173778.000000,138572.000000,43517.000000,42113.000000,84895.000000,56207.000000,5911.000000,6886.000000
CIGARETTES,National-Total Urban-Sp-Punjab-Multan-Roa-Petro Mart-Total-Ttl,MULTAN,Urban,7412.960000,7412.960000,12.000000,12.000000,566,567,2739775.688700,2746477.501100,243,309790.000000,243778.000000,-66012.000000,0,1,566,0.002705681355803761351917422757,0.002699079092048273833937069859,6195800.000000,4875560.000000,-1320240.000000,18601749.000000,15975318.000000,-2626431.000000,173778.000000,138572.000000,43517.000000,42113.000000,84895.000000,56207.000000,5911.000000,6886.000000
